cat,Class_num,area,perimeter,compact,opt_blue_min,opt_blue_max,opt_blue_range,opt_blue_mean,opt_blue_stddev,opt_blue_sum,opt_blue_median,opt_green_min,opt_green_max,opt_green_range,opt_green_mean,opt_green_stddev,opt_green_sum,opt_green_median,opt_nir_min,opt_nir_max,opt_nir_range,opt_nir_mean,opt_nir_stddev,opt_nir_sum,opt_nir_median,opt_red_min,opt_red_max,opt_red_range,opt_red_mean,opt_red_stddev,opt_red_sum,opt_red_median,NDVI_min,NDVI_max,NDVI_range,NDVI_mean,NDVI_stddev,NDVI_sum,NDVI_median,Brightness_min,Brightness_max,Brightness_range,Brightness_mean,Brightness_stddev,Brightness_sum,Brightness_median,nDSM_min,nDSM_max,nDSM_range,nDSM_mean,nDSM_stddev,nDSM_sum,nDSM_median
17096642,34,5376.50000009,4290,16.5045061977,194,337,143,260.511950153,15.1226324532,5602570,260.0,227,480,253,355.848460895,26.9167951813,7652877,356.0,538,1113,575,843.301357761,65.5770875237,18136039,845.0,159,541,382,354.572444899,43.2459221748,7625435,354.0,0.246441945434,0.599511623383,0.353069677949,0.408987988261,0.0427638683039,8795.69567554,0.408094,597,1312,715,970.932855947,81.9807328472,20880882,969.0,-0.186737060547,2.06317138672,2.24990844727,0.135514144309,0.236092484738,2914.3671875,3.05176e-05
17079234,31,58.2500000047,41,1.5154128301,184,253,69,230.510729614,13.673103069,53709,233.0,209,345,136,299.858369099,25.2153238867,69867,305.0,745,1215,470,1023.12017167,82.1520268517,238387,1025.0,110,318,208,233.313304721,36.7655913471,54362,241.0,0.532710254192,0.767326712608,0.234616458416,0.629978681327,0.0407312448159,146.785032749,0.623234,503,905,402,763.682403433,73.8635936229,177938,776.0,-0.145324707031,1.21115112305,1.35647583008,0.0768234842325,0.194652289489,17.8998718262,0.0
17030187,34,22.7499999991,25,1.4785784637,209,253,44,232.362637363,8.28810412383,21145,232.0,265,338,73,302.428571429,14.8554521439,27521,301.0,757,1006,249,879.252747253,58.0137523307,80012,877.0,176,295,119,237.934065934,23.582356134,21652,237.0,0.511711716652,0.650446891785,0.138735175133,0.574213312877,0.0298748222035,52.2534114718,0.574669,655,886,231,772.725274725,46.0463373719,70318,770.0,-0.0664367675781,1.35614013672,1.4225769043,0.308339548635,0.491953240563,28.0588989258,0.00668335
17024806,51,19.2499999998,22,1.41449814383,197,265,68,232.597402597,16.1279460132,17910,237.0,255,361,106,315.194805195,31.7555758315,24270,320.0,619,1013,394,817.207792208,113.053525728,62925,823.0,178,352,174,261.272727273,42.048097495,20118,272.0,0.391003459692,0.584112167358,0.193108707666,0.515979143319,0.0376870938138,39.7303940356,0.519588,635,973,338,809.064935065,88.6536142292,62298,825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16986323,22,151.999999998,145,3.31773180612,315,488,173,400.833881579,25.6455540814,243707,403.5,505,809,304,646.723684211,46.3469747733,393208,644.5,870,1287,417,1077.86677632,60.2500301496,655343,1082.0,601,995,394,829.957236842,66.014812036,504614,831.0,0.0731981992722,0.218713447452,0.145515248179,0.130651516766,0.0263321177369,79.4361221939,0.124718,1421,2196,775,1877.51480263,127.030481389,1141529,1880.0,0.0,1.38363647461,1.38363647461,0.738793021754,0.340615532292,449.186157227,0.802368
17011565,22,13051.0000002,5284,13.0477606725,220,408,188,324.144835645,19.7971882476,16921657,324.0,305,620,315,488.384376676,38.1963276955,25495618,489.0,605,1135,530,872.507394069,66.8508109148,45548376,875.0,286,863,577,630.358171788,61.1950511307,32907218,635.0,0.069580219686,0.397894740105,0.328314520419,0.161921603907,0.0278199732412,8452.95541035,0.154909,813,1891,1078,1442.88738411,116.19101606,75324493,1449.0,-0.102905273438,2.09625244141,2.19915771484,0.263546205409,0.247910281167,13758.1661072,0.216522
16976403,32,552.250000021,484,5.80995230706,230,377,147,274.391127207,16.6975066936,606130,273.0,318,555,237,390.437301947,29.1139840635,862476,389.0,732,1318,586,954.208691716,70.6596827189,2107847,957.0,283,639,356,405.065187868,47.5631176891,894789,399.0,0.229729726911,0.544172227383,0.314442500472,0.404813745386,0.0419028548697,894.233563557,0.405318,843,1571,728,1069.89361702,90.5184303781,2363395,1061.0,-0.314086914062,1.77087402344,2.0849609375,0.0845640846484,0.219339264685,186.802062988,0.0
16963689,31,179.499999998,94,1.97920461584,197,281,84,240.378830084,13.3146493043,172592,242.0,244,387,143,324.536211699,25.148931278,233017,327.0,686,1314,628,996.895543175,100.90232988,715771,1004.0,140,380,240,262.179665738,40.089034322,188245,263.0,0.417624533176,0.718377113342,0.300752580166,0.584055868821,0.0450137330367,419.352113813,0.586408,581,1028,447,827.094707521,76.7942078673,593854,833.5,-0.0523681640625,1.6501159668,1.70248413086,0.442823872261,0.358377586283,317.947540283,0.658157
16971090,22,368.999999994,197,2.89299785122,245,430,185,325.377371274,33.6500079952,480257,323.0,336,657,321,470.092818428,61.0440347296,693857,466.0,658,1197,539,925.785230352,89.971995485,1366459,916.5,310,839,529,537.306233062,97.820439943,793064,528.0,0.152258783579,0.429097592831,0.276838809252,0.270326597732,0.048647565354,399.002058253,0.26514,891,1926,1035,1332.77642276,191.649529491,1967178,1317.5,-0.0670166015625,0.613067626953,0.680084228516,0.0601100146286,0.10802283054,88.7223815918,0.0
16953778,32,6.25000000023,16,1.80540666732,253,297,44,278.52,11.3388535576,6963,280.0,366,443,77,411.48,19.8577340097,10287,415.0,889,1002,113,949.44,28.5153712934,23736,951.0,329,450,121,404.28,32.3709993667,10107,406.0,0.374100714922,0.45977011323,0.0856693983078,0.403644894361,0.0235590917238,10.091122359,0.399278,948,1190,242,1094.28,63.1389071809,27357,1100.0,-0.0156555175781,0.162811279297,0.178466796875,0.0453735351562,0.0551593978999,1.13433837891,0.0339966
16949447,34,821.999999973,321,3.15837862363,186,332,146,253.036800487,15.2429688145,831985,253.0,211,467,256,355.857360097,29.4420029805,1170059,358.0,468,1216,748,913.963199513,72.0018175019,3005111,923.0,125,533,408,325.457420925,48.6800969253,1070104,327.0,0.304284662008,0.70059877634,0.396314114332,0.476282574572,0.0535641240633,1566.01710519,0.47231,533,1301,768,934.351581509,91.0035552696,3072148,938.0,-0.182037353516,1.37103271484,1.55307006836,0.171113740499,0.253317641409,562.62197876,0.0125427
16922893,11,13.7500000002,17,1.29328023473,461,528,67,500.254545455,17.8399125373,27514,500.0,612,707,95,660.290909091,22.2012880276,36316,661.0,549,800,251,658.563636364,60.1473232644,36221,645.0,576,731,155,636.8,31.3979732988,35024,633.0,-0.0445544570684,0.0954415947199,0.139996051788,0.0153418299742,0.0326520089664,0.843800648581,0.0192878,1673,1947,274,1797.34545455,60.8067634342,98854,1803.0,0.260772705078,2.19409179688,1.9333190918,0.920502818714,0.609181486038,50.6276550293,1.02728
16973659,22,15618.25,10546,23.8049158096,247,467,220,375.622204792,18.3199978516,23466246,375.0,377,765,388,600.761112801,31.8156668922,37531349,600.0,729,1312,583,1039.93619644,48.8202341479,64967934,1040.0,419,1047,628,806.409504906,45.3686035952,50378821,808.0,0.0262172278017,0.297002732754,0.270785504952,0.126702131274,0.0155267562805,7915.46224705,0.124746,1056,2244,1188,1782.7928225,90.0522411463,111376416,1783.0,-0.173858642578,3.05505371094,3.22891235352,0.770785812967,0.572677508439,48153.3020935,0.670898
16910321,32,1383.24999998,571,4.33092673333,217,414,197,304.961865173,25.2145356738,1687354,306.0,296,631,335,460.008313754,43.7870518895,2545226,462.0,647,1261,614,1043.68353515,68.3747301106,5774701,1044.0,294,714,420,499.970721128,69.7512417328,2766338,503.0,0.223570197821,0.516535460949,0.292965263128,0.354760992218,0.0478912530992,1962.89256994,0.35,859,1695,836,1264.94090005,135.458433141,6998918,1271.0,-0.120391845703,0.449859619141,0.570251464844,0.0216957311529,0.0582688644826,120.042480469,0.0
16912689,11,77.25,54,1.73316369731,218,360,142,302.242718447,28.8993788422,93393,313.0,241,490,249,412.896440129,50.0181418894,127585,433.0,247,857,610,580.317152104,90.5591926626,179318,602.0,65,506,441,331.084142395,61.0648711323,102305,331.0,0.0810810774565,0.583333313465,0.502252236009,0.275728919311,0.0632082955107,85.2002360672,0.283213,525,1318,793,1046.22330097,125.563011583,323283,1074.0,2.35305786133,5.81207275391,3.45901489258,4.13509983692,0.572526470082,1277.74584961,4.06021
16909519,33,3334.50000003,1487,7.26424821974,200,308,108,249.886489729,11.4847331804,3332986,249.0,230,425,195,327.84322987,21.3709554844,4372773,327.0,477,1053,576,675.96191333,47.1485313079,9015980,677.0,165,486,321,334.842780027,37.8890616785,4466133,334.0,0.152691975236,0.545012176037,0.392320200801,0.338391791295,0.0484195736651,4513.46971229,0.334036,605,1208,603,912.572499625,68.7750251039,12171892,909.0,-0.542999267578,2.48983764648,3.03283691406,0.698451811092,0.386268498232,9315.95025635,0.709549
16911105,32,2543.75000003,1008,5.63791321974,228,367,139,292.989090909,20.588018722,2981164,292.0,311,575,264,436.229189189,36.9578224717,4438632,434.0,756,1317,561,1083.76874693,66.6631481261,11027347,1085.0,276,745,469,466.954496314,65.6993643788,4751262,464.0,0.191535532475,0.568047344685,0.37651181221,0.399912481822,0.0501360911377,4069.10950254,0.399015,822,1679,857,1196.17277641,120.64658492,12171058,1189.0,-0.118804931641,1.12564086914,1.24444580078,0.0363418136709,0.0941741876354,369.777954102,0.0
16828863,22,969.249999991,863,7.81966159503,306,514,208,437.158885736,20.7247341532,1694865,438.0,453,802,349,696.348465308,34.2456051352,2699743,698.0,774,1360,586,1166.17539335,59.964146997,4521262,1167.0,495,1068,573,891.363425329,52.5806820345,3455816,896.0,0.0818345323205,0.276543200016,0.194708667696,0.133748364431,0.0193069385982,518.542408898,0.13052,1254,2347,1093,2024.87077637,101.870646634,7850424,2033.0,-0.186248779297,1.130859375,1.3171081543,0.0645651670962,0.14240066558,250.319152832,0.0
16909220,33,708.750000012,348,3.68746388884,247,320,73,286.907936508,8.93640023618,813384,286.0,299,462,163,399.997178131,15.9760400122,1133992,399.0,438,809,371,670.133333333,40.1292251233,1899828,667.0,304,576,272,474.778483245,26.7266579659,1345997,473.0,0.108800001442,0.317789286375,0.208989284933,0.17040373853,0.0270361927733,483.094598733,0.16726,850,1352,502,1161.68359788,50.0128490979,3293373,1159.0,-0.148010253906,1.00650024414,1.15451049805,0.0803598340016,0.146522306327,227.820129395,0.0
16888980,12,3.25,10,1.56478036351,185,241,56,210.153846154,16.6726222101,2732,211.0,214,312,98,260.153846154,29.9996055201,3382,266.0,460,715,255,556.076923077,63.5978489458,7229,542.0,145,311,166,222.615384615,48.4744793467,2894,224.0,0.35897436738,0.534246563911,0.175272196531,0.43418019093,0.0572888520707,5.64434248209,0.415144,546,864,318,692.923076923,94.873568937,9008,701.0,0.613983154297,0.683135986328,0.0691528320312,0.647568922776,0.0190350390573,8.41839599609,0.645691
16891856,32,2030.25,1565,9.79793717241,226,402,176,296.75076961,20.2488628314,2409913,296.0,278,572,294,431.539465583,35.9686026551,3504532,431.0,646,1210,564,942.322374092,71.850281838,7652600,943.0,292,717,425,480.427410417,54.7764433293,3901551,478.0,0.209979206324,0.476078420877,0.266099214554,0.325752722123,0.0372316717432,2645.43785636,0.324723,803,1645,842,1208.71764561,107.241629477,9815996,1206.0,-0.169555664062,2.54284667969,2.71240234375,0.114497146823,0.322215859912,929.831329346,0.0
16873950,34,1832.24999999,817,5.38424432949,206,328,122,259.507436212,13.3604471453,1901930,259.0,237,492,255,371.353117751,27.342419006,2721647,372.0,656,1219,563,997.518078865,62.3003936115,7310810,1000.0,166,572,406,342.90749079,43.1132238663,2513169,340.0,0.307909607887,0.606635093689,0.298725485802,0.489375767359,0.0437980509721,3586.63499898,0.491924,613,1379,766,973.768044754,81.2595027776,7136746,971.0,-0.170104980469,3.92944335938,4.09954833984,0.474293643609,0.670266698187,3476.09811401,0.118652
16880032,34,1132.00000001,706,5.9193845635,199,314,115,253.590768551,12.9383108742,1148259,254.0,249,457,208,351.767667845,26.8016928399,1592804,354.0,619,1263,644,978.83635159,71.88889478,4432171,980.0,147,490,343,306.538869258,40.4630146717,1388008,307.0,0.312046438456,0.69085174799,0.378805309534,0.52396011985,0.0432464200001,2372.49142268,0.523361,595,1261,666,911.897305654,78.3363501575,4129071,914.0,-0.185272216797,2.53204345703,2.71731567383,0.285242687266,0.292903368321,1291.57888794,0.207642
16851176,22,2705.50000001,998,5.41254898851,259,454,195,389.464424321,21.9519472426,4214784,392.0,366,722,356,594.947976344,42.0935802505,6438527,598.0,674,1362,688,979.04999076,74.6676031897,10595279,979.0,343,943,600,729.265939752,66.3377965792,7892116,731.0,0.078651688993,0.378623187542,0.299971498549,0.146804982028,0.0234836957547,1588.72351551,0.141789,968,2112,1144,1713.67834042,127.153619673,18545427,1720.0,-0.0818786621094,2.5905456543,2.67242431641,1.48992413458,0.41563025495,16123.9589844,1.52429
16862796,21,2795.99999996,1688,9.00531537299,230,438,208,340.279059371,23.8366821426,3805681,338.0,309,683,374,519.691613019,44.7046072688,5812231,515.0,550,1189,639,938.506795422,83.9251901591,10496260,945.0,332,943,611,700.709942775,69.9183799231,7836740,703.0,0.0326004549861,0.339636355639,0.307035900652,0.14542214955,0.0287220390763,1626.40132057,0.139805,897,2046,1149,1560.68061516,133.352185438,17454652,1557.0,-0.157836914062,1.64819335938,1.80603027344,0.0555906555001,0.147409259718,621.725891113,0.0
16865682,34,1404.99999998,609,4.58325687437,182,273,91,234.470284698,8.70390796125,1317723,234.0,212,413,201,333.97455516,20.7901879462,1876937,333.0,640,1266,626,990.392882562,91.4526796676,5566008,974.0,93,361,268,257.508718861,26.0295840886,1447199,258.0,0.451012134552,0.804210543633,0.353198409081,0.586283295832,0.0387405574802,3294.91212258,0.586619,487,1035,548,825.953558719,52.8102877373,4641859,826.0,-0.156280517578,4.09967041016,4.25595092773,0.370327318945,0.466331231142,2081.23953247,0.288177
16832957,11,30.7499999998,27,1.37352406234,241,433,192,372.203252033,37.1352087548,45781,377.0,288,601,313,448.674796748,41.1168266022,55187,454.0,470,800,330,605.81300813,55.70163688,74515,595.0,218,607,389,339.479674797,45.9829147475,41756,335.0,0.110047847033,0.366279065609,0.256231218576,0.283153634609,0.0432111891869,34.8278970569,0.290323,803,1616,813,1160.35772358,95.8301453056,142724,1166.0,0.134338378906,4.20574951172,4.07141113281,0.618104764116,0.40145863878,76.0268859863,0.623108
16820446,34,54.7499999984,49,1.86809555155,162,253,91,225.96347032,13.9816755097,49486,227.0,211,370,159,302.589041096,30.1615902057,66267,301.0,850,1371,521,1131.64840183,106.626217936,247831,1139.0,62,304,242,226.324200913,35.7909953814,49565,228.0,0.591982841492,0.870833337307,0.278850495815,0.667243232466,0.040882945186,146.12626791,0.661859,435,927,492,754.876712329,77.660767739,165318,758.0,-0.105133056641,0.537445068359,0.642578125,0.0797198569938,0.140685515725,17.4586486816,0.0
16818541,12,10.5,16,1.39290148408,277,385,108,319.047619048,21.2254927375,13400,319.5,388,590,202,451.238095238,39.2869841065,18952,448.5,634,947,313,756.071428571,69.0039311707,31755,749.0,411,764,353,561.452380952,66.1456554312,23581,571.5,0.0920152068138,0.224528297782,0.132513090968,0.148900636782,0.0316766498444,6.25382674485,0.15315,1077,1739,662,1331.73809524,125.341639705,55933,1341.5,1.55465698242,2.72357177734,1.16891479492,2.0122033982,0.341187753484,84.5125427246,1.90965
16822678,22,2912.25000005,1865,9.74898892805,195,464,269,326.42175294,21.6884085551,3802487,326.0,231,680,449,478.752682634,35.9007087328,5576990,479.0,360,1119,759,820.674049275,69.3112377246,9560032,820.0,150,927,777,614.581337454,59.6559045998,7159258,617.0,0.0469798669219,0.445008456707,0.398028589785,0.144119057397,0.0329900300087,1678.84289962,0.1375,576,2037,1461,1419.75577303,108.17032944,16538735,1424.0,-0.187530517578,8.53228759766,8.71981811523,0.131173814251,0.58386647537,1528.04376221,0.0
16793340,12,80.7500000065,83,2.60556489822,193,392,199,279.900928793,31.1114460198,90408,281.0,249,568,319,393.777089783,51.9409628687,127190,392.0,532,1135,603,881.154798762,94.7950740719,284613,898.0,177,726,549,442.334365325,85.065043199,142874,439.0,0.140319719911,0.558665215969,0.418345496058,0.335492358765,0.0717103360426,108.364031881,0.326069,624,1667,1043,1116.0123839,158.11027964,360472,1105.0,-0.0703735351562,1.6755065918,1.74588012695,0.207947627679,0.318211179945,67.1670837402,0.127655
16803586,31,543.249999996,317,3.83667014561,192,293,101,232.766682006,11.6268234031,505802,233.0,220,416,196,302.679245283,22.0007052763,657722,304.0,500,1032,532,762.993097101,88.1310128391,1657984,749.0,141,424,283,264.674183157,37.2848596013,575137,266.0,0.311601161957,0.675373136997,0.36377197504,0.483481626411,0.0652639435532,1050.60557419,0.478178,565,1131,566,800.120110446,68.7021009183,1738661,805.0,-0.0648803710938,1.37704467773,1.44192504883,0.320480845241,0.29862837811,696.404876709,0.254181
16758859,11,245.749999993,93,1.67352133475,374,765,391,657.530010173,59.6862163304,646352,676.0,636,1301,665,1024.91658189,84.361193364,1007493,1051.0,772,1481,709,1214.4231943,65.3669814949,1193778,1222.0,680,1535,855,1163.25737538,73.2185782951,1143482,1170.0,-0.0290456432849,0.0711649954319,0.100210638717,0.0218024174455,0.0120908616918,21.4317763489,0.0231596,1755,3240,1485,2845.70396745,188.21856101,2797327,2898.0,-0.0805053710938,6.10388183594,6.18438720703,4.75520453545,1.01808339508,4674.36605835,4.92715
16751777,31,20.2499999998,21,1.31644236162,227,261,34,245.555555556,8.04002334006,19890,247.0,288,366,78,327.259259259,17.8524665639,26508,327.0,911,1148,237,1045.82716049,46.8980481111,84712,1048.0,207,323,116,264.197530864,25.3169634016,21400,264.0,0.528124988079,0.660714268684,0.132589280605,0.597060367649,0.0286969046141,48.3618897796,0.599413,723,939,216,837.012345679,48.370609847,67798,842.0,-0.000823974609375,0.356414794922,0.357238769531,0.110636769989,0.136153968504,8.96157836914,0.014801
16762897,21,5154.25000001,1313,5.15913692441,200,435,235,297.456807489,16.0066554207,6132667,296.0,274,697,423,436.209099287,28.9281494663,8993323,432.0,477,1183,706,767.436144929,64.5373106841,15822231,755.0,278,997,719,615.358248048,54.8969685743,12686841,608.0,0.029247911647,0.357865691185,0.328617779538,0.110156742498,0.0247111126147,2271.10156007,0.104408,795,2103,1308,1349.02415482,92.4412168336,27812831,1336.0,-0.133605957031,2.60235595703,2.73596191406,0.157660647184,0.326643981678,3250.48956299,0.0
16765227,32,3518.24999995,2132,10.1395555807,213,369,156,276.213245221,16.0752048635,3887149,274.0,279,548,269,381.529737796,31.0596323329,5369268,375.0,605,1145,540,798.328430328,72.8454062238,11234876,786.0,242,664,422,414.432743551,45.2792535301,5832312,407.0,0.157639443874,0.497335702181,0.339696258307,0.316677116937,0.0425325354849,4456.59706666,0.3163,734,1571,837,1072.17572657,89.8104260597,15088729,1056.0,-0.198486328125,2.0783996582,2.27688598633,0.338062597288,0.331473993198,4757.55493164,0.27063
16785797,21,18368.7499999,7060,14.6946743925,218,372,154,298.350064648,14.2537978021,21921271,298.0,301,558,257,440.036502212,26.5347371884,32331682,440.0,591,1035,444,803.399033685,43.8888781678,59029744,802.0,303,747,444,564.08954066,44.5819323138,41446479,566.0,0.0962223783135,0.337435901165,0.241213522851,0.175709974295,0.025633024544,12910.2903613,0.170153,833,1662,829,1302.47610752,81.4769354352,95699432,1304.0,-0.238311767578,1.66821289062,1.9065246582,0.180206887374,0.198520700383,13240.7010498,0.130249
16722737,12,8.0,27,2.69286039271,186,278,92,226.875,25.1827694069,7260,229.5,225,400,175,300.71875,45.4417445576,9623,300.5,463,703,240,562.71875,63.0724951816,18007,556.0,218,498,280,333.75,78.6062179474,10680,335.5,0.163701072335,0.374316930771,0.210615858436,0.264455392491,0.0634805411796,8.46257255971,0.248818,629,1176,547,861.34375,148.307031478,27563,868.5,1.09527587891,1.9794921875,0.884216308594,1.34329509735,0.259891265448,42.9854431152,1.25325
16741136,51,4726.74999998,3096,12.7032458603,189,322,133,251.723858888,13.7914317433,4759343,252.0,222,460,238,341.822235151,25.0524636295,6462833,341.0,502,1154,652,837.44930449,73.1119387717,15833654,840.0,148,548,400,335.303432591,44.0597510216,6339582,334.0,0.271276593208,0.63983052969,0.368553936481,0.428891291466,0.0503561764648,8109.04764774,0.428821,559,1317,758,928.84952663,80.5022437574,17561758,927.0,-0.343780517578,2.908203125,3.25198364258,0.089984175731,0.255176889267,1701.33081055,0.0
16692079,11,8.25,14,1.37497920306,308,425,117,382.454545455,31.7223665565,12621,381.0,424,571,147,518.181818182,40.0132209556,17100,528.0,590,750,160,661.151515152,43.8379392986,21818,660.0,436,601,165,547.151515152,42.335686796,18056,553.0,0.0457831323147,0.176581680775,0.13079854846,0.0947320930886,0.0315638608748,3.12615907192,0.0950226,1180,1578,398,1447.78787879,107.861796415,47777,1487.0,-0.0844116210938,0.321228027344,0.405639648438,0.225408380682,0.0917382072665,7.4384765625,0.252228
16691240,33,1201.74999999,638,5.19168914907,222,290,68,242.233825671,5.68446325684,1164418,242.0,275,408,133,308.006656959,11.3291230884,1480588,307.0,470,767,297,578.851674641,27.7111810959,2782540,574.0,219,425,206,322.717495319,18.3316212474,1551303,322.0,0.199602782726,0.421520233154,0.221917450428,0.284127422314,0.0255815698843,1365.80051906,0.282424,717,1123,406,872.957977949,32.6608659382,4196309,871.0,-0.273986816406,2.09750366211,2.37149047852,0.684763753441,0.40680673009,3291.65936279,0.714569
16662186,34,6.5,22,2.43422697343,241,296,55,266.884615385,12.3267280676,6939,265.0,333,418,85,376.615384615,18.7679696928,9792,374.0,788,976,188,859.884615385,48.2384517253,22357,842.5,309,441,132,378.192307692,31.0359831248,9833,380.5,0.340983599424,0.452127665281,0.111144065857,0.389474867628,0.0283666680267,10.1263465583,0.385577,883,1155,272,1021.69230769,61.122681948,26564,1018.0,0.223297119141,0.533935546875,0.310638427734,0.381958007812,0.0868071233677,9.93090820312,0.406479
